timestamp,search_type,environment,region,instance_id,request_id,request_method,request_path,client_id,client_type,source_ip,response_status_code,response_time_ms,user_id,authenticated,correlation_id,parent_request_id,is_anomalous
2025-04-04T05:38:09.916731,flight_search,production,global,search-cache-global-3,req-b5a4fa661ea04c6f,GET,/api/search/flights,client-95d3624c,web-app,175.124.125.43,201,391.0,,True,bf3e3979-8356-4641-93e3-ec9065cdd303,,False
2025-04-04T08:38:03.346596,destination_info,production,global,search-replica-global-2,req-e576e0587d4247c0,GET,/api/destinations,client-bad4dfaa,internal,87.67.254.134,204,110.0,9b355195-1287-404f-8239-8da1da3338df,True,5d1e7f40-34b7-495d-a1c7-f5e909522358,,False
2025-03-31T11:38:13.914424,package_search,staging,global,search-replica-global-1,req-39f2c3897b7d4bd0,POST,/api/search/packages,client-0f8447a2,mobile-ios,136.241.250.175,201,536.0,3af37e40-ff9f-44e7-bdc1-35c8efe6b3d1,True,4e654e7b-1460-4cd7-88bb-fd97482e01d7,req-f277e1919f9f493b,False
2025-04-02T02:37:59.278690,flight_search,dev,global,search-primary-global-4,req-15afba94abac4d88,GET,/api/search/flights,client-3851039b,web-app,87.242.156.63,204,347.0,6e61bc36-c035-44a1-8119-b130a064005b,True,b0c1e495-8eea-4c99-98d8-b96ffa3f433e,,False
2025-04-13T13:38:19.039045,hotel_search,test,eu-central,search-cache-eu-central-3,req-7e8bfafb881740f8,GET,/api/search/hotels,client-bbb16094,web-app,15.194.18.209,204,330.0,8ddfdc2b-24eb-4531-8f58-cf5e63c158b8,True,4972dcfe-5513-44ca-8268-2359a4aae9dc,req-e84ace77e6184c50,False
2025-03-24T23:38:03.675712,flight_search,dev,global,search-cache-global-3,req-a9ef37e85bee4f78,GET,/api/search/flights,client-0162b798,web-app,59.63.54.121,201,330.0,8daa854c-1279-43c6-a838-5fa0d1c2361f,True,2c587d38-b32b-487e-a6a9-124aff3ddd1c,,False
2025-04-11T23:18:36.928737,destination_info,dev,us-east,search-primary-us-east-2,req-566188da7cec4ef3,GET,/api/destinations,client-c7b64374,mobile-ios,175.141.136.141,201,87.0,,True,2b05215b-fea1-44f5-ac2a-894f7aa61320,,False
2025-04-13T18:38:17.685639,hotel_search,dev,ap-south,search-cache-ap-south-3,req-6e66377c2da1462b,POST,/api/search/hotels,client-8a8666b0,partner-api,251.95.150.93,201,257.0,781943c4-fa84-4b43-8aee-cd3d43e7f406,True,0d763c5f-896f-4147-ac0d-6b03799d0394,req-f259ac4f6d6e40cf,False
2025-04-05T00:12:28.022287,destination_info,test,ap-south,search-primary-ap-south-5,req-1c9d6b36241b41ba,POST,/api/destinations,client-00c584e8,partner-api,55.50.213.254,204,118.0,,True,d6a94835-09e0-4a91-9384-51dcded8c1c5,,False
2025-03-31T06:12:14.019288,car_rental_search,test,us-west,search-primary-us-west-4,req-b27792bef76a4a98,GET,/api/search/cars,client-e76b5f9b,mobile-android,233.57.12.127,200,176.0,,True,08bcca54-7a29-4fb4-827e-ef68c9af53ee,,False
2025-04-01T21:49:42.083870,destination_info,production,global,search-replica-global-3,req-e49a4fcc1a8f49b9,GET,/api/destinations,client-1d27a93d,partner-api,89.186.177.96,502,2904.0,,True,2e0f162a-d6ed-45ab-a0a4-67664c3b0094,,True
2025-03-22T02:38:22.136555,car_rental_search,test,us-east,search-primary-us-east-4,req-86235b8b8505406f,GET,/api/search/cars,client-46f97c59,mobile-android,170.94.255.204,201,180.0,1fcf257e-efe1-4199-92f2-ccbdc2352c3b,True,c5b6ba8a-4043-4f7a-9a8d-e39c0f674d38,req-a93ffbbc3e6f49d8,False
2025-04-16T01:43:57.014288,destination_info,production,us-west,search-primary-us-west-4,req-cb1490983bea470e,GET,/api/destinations,client-a32c63b0,internal,245.20.8.62,200,86.0,,True,cbf2b4cb-8d5f-4f92-9035-92bbb515a1c7,,False
2025-04-05T21:21:46.014288,car_rental_search,staging,us-west,search-cache-us-west-2,req-d003b500e3f0470e,GET,/api/search/cars,client-5cdc1ec2,mobile-ios,133.126.161.22,204,217.0,,True,e0e585b2-f4e6-4686-93dd-321dc5b57ff0,,False
2025-04-11T12:38:13.167586,car_rental_search,production,us-west,search-primary-us-west-2,req-3034ffc4272041da,GET,/api/search/cars,client-9e8675ed,web-app,102.247.89.47,201,183.0,9467b898-9973-4896-aaca-9259f46485aa,True,d84fb6f4-1dad-48b7-b978-66e4f7f5229b,req-293b9f562d034860,False
2025-04-17T11:49:44.069870,hotel_search,staging,global,search-replica-global-5,req-62e3197695e3474e,GET,/api/search/hotels,client-b03f85f2,mobile-ios,238.80.155.141,201,243.0,,False,a93f398f-ff5f-4d2e-9f39-e9f315ec0cd2,,False
2025-04-13T21:21:04.996288,package_search,staging,eu-central,search-replica-eu-central-4,req-6e572fb336434454,POST,/api/search/packages,client-46189299,internal,93.33.7.148,204,554.0,,True,cc5ebe47-f283-4224-934b-763fb896c66c,,False
2025-04-08T01:56:52.917731,car_rental_search,test,ap-south,search-cache-ap-south-4,req-522017ccd9c84f08,GET,/api/search/cars,client-0e0e2574,mobile-ios,140.70.99.8,204,206.0,,False,6c3aef2b-690c-44c5-a8a6-e8894a062eb6,,False
2025-03-29T15:49:19.020287,car_rental_search,production,us-west,search-replica-us-west-5,req-0a206b3b940f4f7d,POST,/api/search/cars,client-bde5b940,internal,47.35.77.135,204,178.0,,True,ffdb46ae-00ba-4c16-84bd-fba7307baa64,,False
2025-04-17T16:38:16.533453,car_rental_search,test,global,search-cache-global-2,req-e734006138074c20,GET,/api/search/cars,client-86fe1de2,mobile-android,228.131.158.34,429,685.0,3329ec31-3ba5-47e7-b2d4-b91b9aedfca3,True,aef8fe4f-a476-476f-9064-d0aadb769b81,req-a212f62e644d41f1,True
2025-04-07T23:44:08.981267,flight_search,production,eu-central,search-cache-eu-central-5,req-ea085b0d26494411,GET,/api/search/flights,client-ddaeaea3,internal,33.194.5.16,200,462.0,,True,27b8c228-a9ab-4e81-a2fe-bb7124a64453,,False
2025-04-10T12:13:34.999288,availability_check,production,us-east,search-replica-us-east-5,req-1f7b908a80d344c2,GET,/api/availability,client-6224a3a9,mobile-ios,103.186.24.157,500,464.0,,True,64d10aed-f432-4111-b033-594e39e4f5f3,,False
2025-04-14T02:14:34.083870,car_rental_search,dev,global,search-replica-global-4,req-21b34ccfa4e046df,GET,/api/search/cars,client-74e0b151,mobile-android,213.54.153.112,504,5404.0,,True,7031036a-2ee7-4f16-bb5e-cbfcfc8100a7,,True
2025-04-12T11:38:01.439629,destination_info,test,us-west,search-replica-us-west-2,req-3e3afb8cb26046ea,GET,/api/destinations,client-2982c2dc,internal,142.125.166.64,201,88.0,c035e755-841b-499d-9156-d9ae27107b33,True,a153ebac-9235-4f5f-87d1-5661ed3ce775,,False
2025-04-03T16:43:26.084870,availability_check,dev,us-west,search-primary-us-west-3,req-26c3c3e343ae406e,GET,/api/availability,client-62c85a90,partner-api,232.85.128.228,200,1576.0,,False,2a0f5613-bdba-4819-b574-5c49acbe7e9b,,True
2025-04-15T10:38:23.224954,car_rental_search,staging,us-west,search-primary-us-west-1,req-742cc8d8ee944a9f,GET,/api/search/cars,client-2291a31b,mobile-android,106.17.33.186,204,216.0,50a20145-42ad-4cd1-8c39-22d81b3a546e,True,824a0d7d-a149-49dc-9d0e-b919ac2888fc,req-8b5a249afbd3470a,False
2025-04-13T12:38:20.851620,hotel_search,test,us-west,search-cache-us-west-2,req-4fa35b907b9b46ff,GET,/api/search/hotels,client-b72b7154,internal,40.253.79.21,204,256.0,,True,688b802a-ee4d-43e4-b5ae-2f4cb02f6bd0,req-8e73cff1163b4fac,False
2025-04-04T20:20:47.947251,flight_search,production,us-west,search-primary-us-west-4,req-b8e3d2f195f147b5,GET,/api/search/flights,client-d1a88f56,partner-api,108.128.66.58,201,332.0,,True,887dd095-5ce2-4630-8ad8-bfc3c5a932df,,False
